title,releaseDate,productionCompany
1917,2019-12-04,Neal Street Productions
1917,2019-12-04,Amblin Partners
Parasite,2019-05-21,Barunson E&A
1917,2019-12-04,DreamWorks Pictures
1917,2019-12-04,Reliance Entertainment
1917,2019-12-04,New Republic Pictures
1917,2019-12-04,Mogambo
1917,2019-12-04,Neal Street Productions
1917,2019-12-04,Amblin Partners
The Irishman,2019-09-27,Tribeca Productions
The Irishman,2019-09-27,Sikelia Productions
The Irishman,2019-09-27,Winkler Films
Joker,2019-08-31,Warner Bros. Pictures
Joker,2019-08-31,DC Films
Joker,2019-08-31,Village Roadshow Pictures
Joker,2019-08-31,Bron Creative
Joker,2019-08-31,Joint Effort
The Lighthouse,2019-05-19,A24
The Lighthouse,2019-05-19,Regency Enterprises
The Lighthouse,2019-05-19,RT Features
The Lighthouse,2019-05-19,Parts & Labor
Once Upon a Time...in Hollywood,2019-05-21,Columbia Pictures
Once Upon a Time...in Hollywood,2019-05-21,Bona Film Group
Once Upon a Time...in Hollywood,2019-05-21,Heyday Films
Once Upon a Time...in Hollywood,2019-05-21,Visiona Romantica
Bombshell,2019-12-13,Bron Studios
Bombshell,2019-12-13,Annapurna Pictures
Bombshell,2019-12-13,Denver and Delilah Productions
Bombshell,2019-12-13,Gramsci
Bombshell,2019-12-13,Lighthouse Management & Media
Bombshell,2019-12-13,Creative Wealth Media
Joker,2019-08-31,Warner Bros. Pictures
Joker,2019-08-31,DC Films
Joker,2019-08-31,Village Roadshow Pictures
Joker,2019-08-31,Bron Creative
Joker,2019-08-31,Joint Effort
Judy,2019-08-30,Pathé
Judy,2019-08-30,BBC Films
Judy,2019-08-30,Ingenious Media
Judy,2019-08-30,Calamity Films
Maleficent: Mistress of Evil,2019-09-30,Walt Disney Pictures
Maleficent: Mistress of Evil,2019-09-30,Roth/Kirschenbaum Films
1917,2019-12-04,DreamWorks Pictures
1917,2019-12-04,Reliance Entertainment
1917,2019-12-04,New Republic Pictures
1917,2019-12-04,Mogambo
1917,2019-12-04,Neal Street Productions
1917,2019-12-04,Amblin Partners
Little Women,2019-12-07,Columbia Pictures
Little Women,2019-12-07,Regency Enterprises
Little Women,2019-12-07,Pascal Pictures
The Irishman,2019-09-27,Tribeca Productions
The Irishman,2019-09-27,Sikelia Productions
The Irishman,2019-09-27,Winkler Films
Jojo Rabbit,2019-09-08,Fox Searchlight Pictures
Jojo Rabbit,2019-09-08,TSG Entertainment
Jojo Rabbit,2019-09-08,Defender Films
Jojo Rabbit,2019-09-08,Piki Films
Joker,2019-08-31,Warner Bros. Pictures
Joker,2019-08-31,DC Films
Joker,2019-08-31,Village Roadshow Pictures
Joker,2019-08-31,Bron Creative
Joker,2019-08-31,Joint Effort
Once Upon a Time...in Hollywood,2019-05-21,Columbia Pictures
Once Upon a Time...in Hollywood,2019-05-21,Bona Film Group
Once Upon a Time...in Hollywood,2019-05-21,Heyday Films
Once Upon a Time...in Hollywood,2019-05-21,Visiona Romantica
Ford v Ferrari,2019-08-30,Chernin Entertainment
Ford v Ferrari,2019-08-30,TSG Entertainment
Ford v Ferrari,2019-08-30,Turnpike Films
The Irishman,2019-09-27,Tribeca Productions
The Irishman,2019-09-27,Sikelia Productions
The Irishman,2019-09-27,Winkler Films
Jojo Rabbit,2019-09-08,Fox Searchlight Pictures
Jojo Rabbit,2019-09-08,TSG Entertainment
Jojo Rabbit,2019-09-08,Defender Films
Jojo Rabbit,2019-09-08,Piki Films
Joker,2019-08-31,Warner Bros. Pictures
Joker,2019-08-31,DC Films
Joker,2019-08-31,Village Roadshow Pictures
Joker,2019-08-31,Bron Creative
Joker,2019-08-31,Joint Effort
Parasite,2019-05-21,Barunson E&A
1917,2019-12-04,DreamWorks Pictures
1917,2019-12-04,Reliance Entertainment
1917,2019-12-04,New Republic Pictures
1917,2019-12-04,Mogambo
1917,2019-12-04,Neal Street Productions
1917,2019-12-04,Amblin Partners
Avengers: Endgame,2019-04-22,Marvel Studios
The Irishman,2019-09-27,Tribeca Productions
The Irishman,2019-09-27,Sikelia Productions
The Irishman,2019-09-27,Winkler Films
The Lion King,2019-07-09,Walt Disney Pictures
The Lion King,2019-07-09,Fairview Entertainment
Star Wars: The Rise of Skywalker,2019-12-16,Lucasfilm Ltd.
Star Wars: The Rise of Skywalker,2019-12-16,Bad Robot
Nomadland,2020-09-11,Highwayman
Nomadland,2020-09-11,Hear/Say Productions
Nomadland,2020-09-11,Cor Cordium Productions
The Father,2020-01-27,F comme Film
The Father,2020-01-27,Trademark Films
The Father,2020-01-27,Ciné-@
The Father,2020-01-27,AG Studios
The Father,2020-01-27,Les Films du Cru
The Father,2020-01-27,Film4
The Father,2020-01-27,Orange Studio
The Father,2020-01-27,Canal+
The Father,2020-01-27,Ciné+
Judas and the Black Messiah,2021-02-01,MACRO
Judas and the Black Messiah,2021-02-01,Participant
Judas and the Black Messiah,2021-02-01,Bron Creative
Judas and the Black Messiah,2021-02-01,Proximity Media
Mank,2020-11-13,Netflix International Pictures
Mank,2020-11-13,Flying Studio Pictures
Mank,2020-11-13,Panic Pictures
Mank,2020-11-13,Blue Light
Minari,2020-01-26,Plan B
Promising Young Woman,2020-01-25,LuckyChap Entertainment
Sound of Metal,2019-09-06,Caviar
Sound of Metal,2019-09-06,Ward Four
Sound of Metal,2019-09-06,Flat 7 Productions
The Trial of the Chicago 7,2020-09-25,Paramount Pictures
The Trial of the Chicago 7,2020-09-25,Cross Creek Pictures
The Trial of the Chicago 7,2020-09-25,DreamWorks Pictures
The Trial of the Chicago 7,2020-09-25,Marc Platt Productions
The Trial of the Chicago 7,2020-09-25,ShivHans Pictures
Nomadland,2020-09-11,Highwayman
Nomadland,2020-09-11,Hear/Say Productions
Nomadland,2020-09-11,Cor Cordium Productions
Another Round,2020-09-12,Zentropa Entertainments
Another Round,2020-09-12,Film i Väst
Another Round,2020-09-12,Zentropa Sweden
Another Round,2020-09-12,Topkapi Films
Another Round,2020-09-12,Zentropa Netherlands
Mank,2020-11-13,Netflix International Pictures
Mank,2020-11-13,Flying Studio Pictures
Mank,2020-11-13,Panic Pictures
Mank,2020-11-13,Blue Light
Minari,2020-01-26,Plan B
Promising Young Woman,2020-01-25,LuckyChap Entertainment
The Father,2020-01-27,F comme Film
The Father,2020-01-27,Trademark Films
The Father,2020-01-27,Ciné-@
The Father,2020-01-27,AG Studios
The Father,2020-01-27,Les Films du Cru
The Father,2020-01-27,Film4
The Father,2020-01-27,Orange Studio
The Father,2020-01-27,Canal+
The Father,2020-01-27,Ciné+
Sound of Metal,2019-09-06,Caviar
Sound of Metal,2019-09-06,Ward Four
Sound of Metal,2019-09-06,Flat 7 Productions
Ma Rainey's Black Bottom,2020-11-25,Escape Artists
Ma Rainey's Black Bottom,2020-11-25,Mundy Lane Entertainment
Mank,2020-11-13,Netflix International Pictures
Mank,2020-11-13,Flying Studio Pictures
Mank,2020-11-13,Panic Pictures
Mank,2020-11-13,Blue Light
Minari,2020-01-26,Plan B
Nomadland,2020-09-11,Highwayman
Nomadland,2020-09-11,Hear/Say Productions
Nomadland,2020-09-11,Cor Cordium Productions
Ma Rainey's Black Bottom,2020-11-25,Escape Artists
Ma Rainey's Black Bottom,2020-11-25,Mundy Lane Entertainment
The United States vs. Billie Holiday,2021-02-26,Lee Daniels Entertainment
The United States vs. Billie Holiday,2021-02-26,New Slate Ventures
The United States vs. Billie Holiday,2021-02-26,Roth/Kirschenbaum Films
Pieces of a Woman,2020-09-04,Little Lamb
Pieces of a Woman,2020-09-04,Bron Studios
Pieces of a Woman,2020-09-04,Proton Cinema
Pieces of a Woman,2020-09-04,Creative Wealth Media
Promising Young Woman,2020-01-25,LuckyChap Entertainment
Judas and the Black Messiah,2021-02-01,MACRO
Judas and the Black Messiah,2021-02-01,Participant
Judas and the Black Messiah,2021-02-01,Bron Creative
Judas and the Black Messiah,2021-02-01,Proximity Media
The Trial of the Chicago 7,2020-09-25,Paramount Pictures
The Trial of the Chicago 7,2020-09-25,Cross Creek Pictures
The Trial of the Chicago 7,2020-09-25,DreamWorks Pictures
The Trial of the Chicago 7,2020-09-25,Marc Platt Productions
The Trial of the Chicago 7,2020-09-25,ShivHans Pictures
One Night in Miami...,2020-09-07,ABKCO
One Night in Miami...,2020-09-07,Snoot Entertainment
One Night in Miami...,2020-09-07,Royal Ties Productions
One Night in Miami...,2020-09-07,Germano Studios
One Night in Miami...,2020-09-07,Hit Factory
One Night in Miami...,2020-09-07,Capital Studios
Sound of Metal,2019-09-06,Caviar
Sound of Metal,2019-09-06,Ward Four
Sound of Metal,2019-09-06,Flat 7 Productions
Judas and the Black Messiah,2021-02-01,MACRO
Judas and the Black Messiah,2021-02-01,Participant
Judas and the Black Messiah,2021-02-01,Bron Creative
Judas and the Black Messiah,2021-02-01,Proximity Media
Minari,2020-01-26,Plan B
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020-10-23,Four by Two Films Amazon Studios
Hillbilly Elegy,2020-11-11,Imagine Entertainment
The Father,2020-01-27,F comme Film
The Father,2020-01-27,Trademark Films
The Father,2020-01-27,Ciné-@
The Father,2020-01-27,AG Studios
The Father,2020-01-27,Les Films du Cru
The Father,2020-01-27,Film4
The Father,2020-01-27,Orange Studio
The Father,2020-01-27,Canal+
The Father,2020-01-27,Ciné+
Mank,2020-11-13,Netflix International Pictures
Mank,2020-11-13,Flying Studio Pictures
Mank,2020-11-13,Panic Pictures
Mank,2020-11-13,Blue Light
Promising Young Woman,2020-01-25,LuckyChap Entertainment
Judas and the Black Messiah,2021-02-01,MACRO
Judas and the Black Messiah,2021-02-01,Participant
Judas and the Black Messiah,2021-02-01,Bron Creative
Judas and the Black Messiah,2021-02-01,Proximity Media
Minari,2020-01-26,Plan B
Sound of Metal,2019-09-06,Caviar
Sound of Metal,2019-09-06,Ward Four
Sound of Metal,2019-09-06,Flat 7 Productions
The Trial of the Chicago 7,2020-09-25,Paramount Pictures
