title,releasedate,budget,boxOffice,runtime,movieLanguage
Pulp Fiction,1994-05-21,$8–8.5 million,$213.9 million,154,English
Quiz Show,1994-09-14,$31 million,$52.2 million,133,English
The Shawshank Redemption,1994-09-10,$25 million,$73.3 million,142,English
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
Bullets Over Broadway,1994-09-04,$20 million,$37.5 million,98,English
Pulp Fiction,1994-05-21,$8–8.5 million,$213.9 million,154,English
Quiz Show,1994-09-14,$31 million,$52.2 million,133,English
Three Colours: Red,1994-05-12,,$4 million,99,French
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
The Shawshank Redemption,1994-09-10,$25 million,$73.3 million,142,English
The Madness of King George,1994-12-28,,$27.4 million,110,English
Nobody's Fool,1994-12-23,$20 million,$39.5 million,110,English
Pulp Fiction,1994-05-21,$8–8.5 million,$213.9 million,154,English
Blue Sky,1994-09-28,,$3.4 million,101,English
Nell,1994-12-16,$24.5 million,$106.7 million,112,English
Tom & Viv,1994-04-15,$7 million,$0.75 million,115,English
Little Women,1994-12-25,$15–18 million,$95 million,119,English
The Client,1994-07-20,$45 million,$117.6 million,121,English
Ed Wood,1994-09-24,$18 million,$13.8 million,127,English
Pulp Fiction,1994-05-21,$8–8.5 million,$213.9 million,154,English
Bullets Over Broadway,1994-09-04,$20 million,$37.5 million,98,English
Quiz Show,1994-09-14,$31 million,$52.2 million,133,English
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
Bullets Over Broadway,1994-09-04,$20 million,$37.5 million,98,English
Tom & Viv,1994-04-15,$7 million,$0.75 million,115,English
The Madness of King George,1994-12-28,,$27.4 million,110,English
Pulp Fiction,1994-05-21,$8–8.5 million,$213.9 million,154,English
Pulp Fiction,1994-05-21,$8–8.5 million,$213.9 million,154,English
Bullets Over Broadway,1994-09-04,$20 million,$37.5 million,98,English
Four Weddings and a Funeral,1994-01-20,£3 million ($4.4 million ),£218.5 milion,117,English
Heavenly Creatures,1994-10-14,$5 million,$5.4 million,99,English
Three Colours: Red,1994-05-12,,$4 million,99,French
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
The Madness of King George,1994-12-28,,$27.4 million,110,English
Nobody's Fool,1994-12-23,$20 million,$39.5 million,110,English
Quiz Show,1994-09-14,$31 million,$52.2 million,133,English
The Shawshank Redemption,1994-09-10,$25 million,$73.3 million,142,English
Burnt by the Sun,1994-05-21,$3.6 million,$2.3 million,135,Russian
Before the Rain,1994-09-01,,,113,Macedonian
Eat Drink Man Woman,1994-07-02,,$24.2 million,123,Mandarin
Farinelli,1994-12-07,$9 million,$11.5 million,111,Italian
Strawberry and Chocolate,1993,,,108,Spanish
Maya Lin: A Strong Clear Vision,1994-10,,"$62,186",105,English
Complaints of a Dutiful Daughter,1994,,,44,English
D-Day Remembered,1994-05-25,,,54,English
Freedom on My Mind,1994-01,,,105,English
A Great Day in Harlem,1994-09-27,,,60,English
A Time for Justice,1994,,,38,English
89mm from Europe,1993,,,12,Russian
Blues Highway,1994,,,,English
School of the Americas Assassins,1994,,,13,English
Straight from the Heart,1994,,,24,English
Franz Kafka's It's a Wonderful Life,1993,,,23,English
Trevor,1994,,,23,English
Bob's Birthday,1993-12-26,,,,English
The Monk and the Fish,1994,,,6,No
The Lion King,1994-06-15,$45 million,$978.8 million,88,English
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
Interview with the Vampire,1994-11-11,$60 million,$223.7 million,122,English
Little Women,1994-12-25,$15–18 million,$95 million,119,English
The Shawshank Redemption,1994-09-10,$25 million,$73.3 million,142,English
The Lion King,1994-06-15,$45 million,$978.8 million,88,English
The Lion King,1994-06-15,$45 million,$978.8 million,88,English
The Lion King,1994-06-15,$45 million,$978.8 million,88,English
Junior,1994-11-23,$60 million,$108.4 million,109,English
The Paper,1994-03-18,,$48.4 million,112,English
Speed,1994-06-07,$30–37 million,$350.4 million,116,English
Clear and Present Danger,1994-08-03,$62 million,$215.9 million,141,English
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
Speed,1994-06-07,$30–37 million,$350.4 million,116,English
Clear and Present Danger,1994-08-03,$62 million,$215.9 million,141,English
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
Legends of the Fall,1994-12-23,$30 million,$160.6 million,133,English
The Shawshank Redemption,1994-09-10,$25 million,$73.3 million,142,English
The Madness of King George,1994-12-28,,$27.4 million,110,English
Bullets Over Broadway,1994-09-04,$20 million,$37.5 million,98,English
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
Interview with the Vampire,1994-11-11,$60 million,$223.7 million,122,English
Legends of the Fall,1994-12-23,$30 million,$160.6 million,133,English
Legends of the Fall,1994-12-23,$30 million,$160.6 million,133,English
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
The Shawshank Redemption,1994-09-10,$25 million,$73.3 million,142,English
Three Colours: Red,1994-05-12,,$4 million,99,French
Wyatt Earp,1994-06-24,$63 million,$55.9 million,190,English
Ed Wood,1994-09-24,$18 million,$13.8 million,127,English
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
Mary Shelley's Frankenstein,1994-11-03,$45 million,$112 million,123,English
"The Adventures of Priscilla, Queen of the Desert",1994-05-15,"A$1,884,200 (US$2 million)",$29.7 million,103,English
Bullets Over Broadway,1994-09-04,$20 million,$37.5 million,98,English
Little Women,1994-12-25,$15–18 million,$95 million,119,English
Maverick,1994-05-20,$75 million,$183 million,127,English
La Reine Margot,1994-05-13,,$20 million,162,French
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
Hoop Dreams,1994-10-14,"$700,000",$11.8 million,171,English
Pulp Fiction,1994-05-21,$8–8.5 million,$213.9 million,154,English
The Shawshank Redemption,1994-09-10,$25 million,$73.3 million,142,English
Speed,1994-06-07,$30–37 million,$350.4 million,116,English
Forrest Gump,1994-06-23,$55 million,$678.2 million,142,English
The Mask,1994-07-29,$18–23 million,$351.6 million,101,English
True Lies,1994-07-12,$100 –120 million,$378.9 million,141,English
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
Apollo 13,1995-06-30,$52 million,$355.2 million,140,English
Babe,1995-08-04,$30 million,$254.1 million,92,English
Il Postino: The Postman,1994-09-01,$3 million,$33 million,108,Italian
Sense and Sensibility,1995-12-13,$16 million,$135 million,136,English
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
Babe,1995-08-04,$30 million,$254.1 million,92,English
Dead Man Walking,1995-12-29,$11 million,$83 million,122,English
Leaving Las Vegas,1995-10-27,$3.5–4 million,$49.8 million,111,English
Il Postino: The Postman,1994-09-01,$3 million,$33 million,108,Italian
Leaving Las Vegas,1995-10-27,$3.5–4 million,$49.8 million,111,English
Mr. Holland's Opus,1995-12-29,$31 million,$106.3 million,143,English
Nixon,1995-12-22,$44 million,$13.7 million,192,English
Dead Man Walking,1995-12-29,$11 million,$83 million,122,English
Il Postino: The Postman,1994-09-01,$3 million,$33 million,108,Italian
Dead Man Walking,1995-12-29,$11 million,$83 million,122,English
Leaving Las Vegas,1995-10-27,$3.5–4 million,$49.8 million,111,English
Casino,1995-11-14,$40–50 million,$116.1 million,178,English
The Bridges of Madison County,1995-06-02,$22 million,$182 million,134,English
Sense and Sensibility,1995-12-13,$16 million,$135 million,136,English
The Usual Suspects,1995-01-25,$6 million,$67 million,106,English
Babe,1995-08-04,$30 million,$254.1 million,92,English
Apollo 13,1995-06-30,$52 million,$355.2 million,140,English
12 Monkeys,1995-12-29,$29 million,$168.8 million,129,English
Rob Roy,1995-04-05,$28 million,$58.7 million,139,English
Mighty Aphrodite,1995-10-27,$15 million,$26 million,95,English
Nixon,1995-12-22,$44 million,$13.7 million,192,English
Apollo 13,1995-06-30,$52 million,$355.2 million,140,English
Georgia,1995-05-19,,$1.1 million,115,English
Sense and Sensibility,1995-12-13,$16 million,$135 million,136,English
The Usual Suspects,1995-01-25,$6 million,$67 million,106,English
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
Mighty Aphrodite,1995-10-27,$15 million,$26 million,95,English
Nixon,1995-12-22,$44 million,$13.7 million,192,English
Toy Story,1995-11-19,$30 million,$394.4 million,81,English
Sense and Sensibility,1995-12-13,$16 million,$135 million,136,English
Apollo 13,1995-06-30,$52 million,$355.2 million,140,English
Babe,1995-08-04,$30 million,$254.1 million,92,English
Leaving Las Vegas,1995-10-27,$3.5–4 million,$49.8 million,111,English
Il Postino: The Postman,1994-09-01,$3 million,$33 million,108,Italian
Antonia's Line,1995-09-12,£1.5 million,$4.2 million,102,Dutch
All Things Fair,1995-11-03,25 million DKK,$2 million,130,Swedish
Dust of Life,1995-01-18,,,87,French
O Quatrilho,1995-10-20,,,92,Portuguese
L'uomo delle stelle(The Star Maker),1995-09-07,,,113,Italian
The Battle Over Citizen Kane,1996-01-29,,,113,English
Small Wonders,1995,,"$20,819",77,English
Hank Aaron: Chasing the Dream,1995-04-12,,,120,English
Troublesome Creek: A Midwestern,1995,,,88,English
One Survivor Remembers,1995,,,40,English
Jim Dine: A Self-Portrait on the Walls,1995,,,28,English
The Living Sea,1995,,,40,English
Never Give Up: The 20th Century Odyssey of Herbert Zipper,1995,,,40,English
The Shadow of Hate,1995-06-16,,,40,English
Lieberman in Love,1995,,,39,English
Little Surprises,1996-10,,,36,English
A Close Shave,1995-12-24,£1.3 million,,30,
Runaway Brain,1995-08-11,,,7,English
Il Postino: The Postman,1994-09-01,$3 million,$33 million,108,Italian
Apollo 13,1995-06-30,$52 million,$355.2 million,140,English
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
Nixon,1995-12-22,$44 million,$13.7 million,192,English
Sense and Sensibility,1995-12-13,$16 million,$135 million,136,English
Pocahontas,1995-06-10,$55 million,$346.1 million,81,English
The American President,1995-11-17,$62 million,$107.9 million,113,English
Sabrina,1995-12-15,$50–58 million,$87.1 million,127,English
Toy Story,1995-11-19,$30 million,$394.4 million,81,English
Unstrung Heroes,1995-09-15,,"$7,929,434",93,English
Pocahontas,1995-06-10,$55 million,$346.1 million,81,English
Dead Man Walking,1995-12-29,$11 million,$83 million,122,English
Don Juan DeMarco,1995-04-07,$25 million,$69 million,97,English
Sabrina,1995-12-15,$50–58 million,$87.1 million,127,English
Toy Story,1995-11-19,$30 million,$394.4 million,81,English
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
Batman Forever,1995-06-09,$100 million,$336.6 million,122,English
Crimson Tide,1995-05-12,$53 million,$157.4 million,116,English
Apollo 13,1995-06-30,$52 million,$355.2 million,140,English
Batman Forever,1995-06-09,$100 million,$336.6 million,122,English
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
Crimson Tide,1995-05-12,$53 million,$157.4 million,116,English
Waterworld,1995-07-28,$172–175 million,$264.2 million,135,English
Restoration,1995-12-29,$19 million,$4 million,117,English
Apollo 13,1995-06-30,$52 million,$355.2 million,140,English
Babe,1995-08-04,$30 million,$254.1 million,92,English
A Little Princess,1995-05-10,$17 million,$10 million,97,English
Richard III,1995-12-29,£6 million,$2.7 million,104,English
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
Batman Forever,1995-06-09,$100 million,$336.6 million,122,English
A Little Princess,1995-05-10,$17 million,$10 million,97,English
Sense and Sensibility,1995-12-13,$16 million,$135 million,136,English
Shanghai Triad,1995-05,,"$2,086,101",103,Mandarin
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
My Family,1995-05-03,,$11.5 million,126,English
Roommates,1995-03-03,$22 million,"$12,096,881",108,English
Restoration,1995-12-29,$19 million,$4 million,117,English
12 Monkeys,1995-12-29,$29 million,$168.8 million,129,English
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
Richard III,1995-12-29,£6 million,$2.7 million,104,English
Sense and Sensibility,1995-12-13,$16 million,$135 million,136,English
Apollo 13,1995-06-30,$52 million,$355.2 million,140,English
Babe,1995-08-04,$30 million,$254.1 million,92,English
Braveheart,1995-05-18,$53–72 million,$209 million,178,English
Crimson Tide,1995-05-12,$53 million,$157.4 million,116,English
Seven,1995-09-22,$33–34 million,$327.3 million,127,English
Babe,1995-08-04,$30 million,$254.1 million,92,English
Apollo 13,1995-06-30,$52 million,$355.2 million,140,English
The English Patient,1996-11-15,$27–43 million,$232 million,162,English
Fargo,1996-03-08,$7 million,$60.6 million,98,English
Jerry Maguire,1996-12-13,$50 million,$273.6 million,139,English
Secrets & Lies,1996-05-10,$4.5 million,$33-50 million,136,English
Shine,1996-01-21,$6 million,$36 million,105,English
The English Patient,1996-11-15,$27–43 million,$232 million,162,English
Fargo,1996-03-08,$7 million,$60.6 million,98,English
The People vs. Larry Flynt,1996-10-13,$35 million,$43 million,130,English
Secrets & Lies,1996-05-10,$4.5 million,$33-50 million,136,English
Shine,1996-01-21,$6 million,$36 million,105,English
Shine,1996-01-21,$6 million,$36 million,105,English
Jerry Maguire,1996-12-13,$50 million,$273.6 million,139,English
The English Patient,1996-11-15,$27–43 million,$232 million,162,English
The People vs. Larry Flynt,1996-10-13,$35 million,$43 million,130,English
Sling Blade,1996-11-27,$1.2 million,$34.1 million,135,English
Fargo,1996-03-08,$7 million,$60.6 million,98,English
Secrets & Lies,1996-05-10,$4.5 million,$33-50 million,136,English
Marvin's Room,1996-12-18,$23 million,$30 million,98,English
The English Patient,1996-11-15,$27–43 million,$232 million,162,English
Breaking the Waves,1996-05-18,$7.5 million,$23 million,158,English
Jerry Maguire,1996-12-13,$50 million,$273.6 million,139,English
Fargo,1996-03-08,$7 million,$60.6 million,98,English
Shine,1996-01-21,$6 million,$36 million,105,English
Primal Fear,1996-04-01,$30 million,$102.6 million,130,English
Ghosts of Mississippi,1996-12-20,$36 million,$13.3 million,130,English
The English Patient,1996-11-15,$27–43 million,$232 million,162,English
The Crucible,1996-11-27,$25 million,$7.3 million,126,English
The Mirror Has Two Faces,1996-11-15,$42 million,$82 million,126,English
The Portrait of a Lady,1996-08-28,,$20 million,142,English
Secrets & Lies,1996-05-10,$4.5 million,$33-50 million,136,English
Fargo,1996-03-08,$7 million,$60.6 million,98,English
Jerry Maguire,1996-12-13,$50 million,$273.6 million,139,English
Lone Star,1996-03-14,$3–5 million,$13 million,135,English
Secrets & Lies,1996-05-10,$4.5 million,$33-50 million,136,English
Shine,1996-01-21,$6 million,$36 million,105,English
Sling Blade,1996-11-27,$1.2 million,$34.1 million,135,English
The Crucible,1996-11-27,$25 million,$7.3 million,126,English
The English Patient,1996-11-15,$27–43 million,$232 million,162,English
Hamlet,1996-12-25,$18 million,$4.7 million,242,Early
Trainspotting,1996-02-23,£1.5 million,$72 million,93,English
Kolya,1996-05-15,CZK 28 million (app. $1 million),$7.7 million,111,Czech
A Chef in Love,1996-06-06,"17,000,000 ₣ (est.)",,100,French
The Other Side of Sunday,1996-02-09,,,103,Norwegian
Prisoner of the Mountains,1996,,,98,Russian
Ridicule,1996-05-09,$7.7 million,$20 million,102,French
